# monitor type  1 on boundary    4 matched with boundary    0 using averaging type 2
# Iter      Ptotal         Ttotal         Vaxial         Vtheta        Pstatic          Mdot
    15   1.619789E+05   3.244399E+02   2.567906E+01   2.565389E+02   1.114038E+05   4.888012E-01
    15   1.619789E+05   3.244399E+02   2.567906E+01   2.565389E+02   1.114038E+05   4.888012E-01
    16   1.619069E+05   3.243539E+02   2.730919E+01   2.561456E+02   1.113637E+05   5.207101E-01
    16   1.619069E+05   3.243539E+02   2.730919E+01   2.561456E+02   1.113637E+05   5.207101E-01
    16   1.619069E+05   3.243539E+02   2.730919E+01   2.561456E+02   1.113637E+05   5.207101E-01
    16   1.619069E+05   3.243539E+02   2.730919E+01   2.561456E+02   1.113637E+05   5.207101E-01
    17   1.618036E+05   3.242411E+02   2.883421E+01   2.557304E+02   1.113114E+05   5.540675E-01
    17   1.618036E+05   3.242411E+02   2.883421E+01   2.557304E+02   1.113114E+05   5.540675E-01
    17   1.618036E+05   3.242411E+02   2.883421E+01   2.557304E+02   1.113114E+05   5.540675E-01
    17   1.618036E+05   3.242411E+02   2.883421E+01   2.557304E+02   1.113114E+05   5.540675E-01
    18   1.615528E+05   3.240691E+02   3.027990E+01   2.549534E+02   1.112151E+05   5.866684E-01
    18   1.615528E+05   3.240691E+02   3.027990E+01   2.549534E+02   1.112151E+05   5.866684E-01
    18   1.615528E+05   3.240691E+02   3.027990E+01   2.549534E+02   1.112151E+05   5.866684E-01
    18   1.615528E+05   3.240691E+02   3.027990E+01   2.549534E+02   1.112151E+05   5.866684E-01
    19   1.615636E+05   3.240137E+02   3.180849E+01   2.546979E+02   1.111988E+05   6.161450E-01
    19   1.615636E+05   3.240137E+02   3.180849E+01   2.546979E+02   1.111988E+05   6.161450E-01
    19   1.615636E+05   3.240137E+02   3.180849E+01   2.546979E+02   1.111988E+05   6.161450E-01
    19   1.615636E+05   3.240137E+02   3.180849E+01   2.546979E+02   1.111988E+05   6.161450E-01
    20   1.614921E+05   3.239331E+02   3.327538E+01   2.543542E+02   1.111406E+05   6.450881E-01
    20   1.614921E+05   3.239331E+02   3.327538E+01   2.543542E+02   1.111406E+05   6.450881E-01
    20   1.614921E+05   3.239331E+02   3.327538E+01   2.543542E+02   1.111406E+05   6.450881E-01
    20   1.614921E+05   3.239331E+02   3.327538E+01   2.543542E+02   1.111406E+05   6.450881E-01
    21   1.613872E+05   3.238229E+02   3.468727E+01   2.539085E+02   1.110729E+05   6.723770E-01
    21   1.613872E+05   3.238229E+02   3.468727E+01   2.539085E+02   1.110729E+05   6.723770E-01
    21   1.613872E+05   3.238229E+02   3.468727E+01   2.539085E+02   1.110729E+05   6.723770E-01
    21   1.613872E+05   3.238229E+02   3.468727E+01   2.539085E+02   1.110729E+05   6.723770E-01
    22   1.616137E+05   3.238362E+02   3.630723E+01   2.542064E+02   1.110882E+05   6.942521E-01
    22   1.616137E+05   3.238362E+02   3.630723E+01   2.542064E+02   1.110882E+05   6.942521E-01
    22   1.616137E+05   3.238362E+02   3.630723E+01   2.542064E+02   1.110882E+05   6.942521E-01
    22   1.616137E+05   3.238362E+02   3.630723E+01   2.542064E+02   1.110882E+05   6.942521E-01
    23   1.615949E+05   3.237611E+02   3.758491E+01   2.539556E+02   1.110470E+05   7.187603E-01
    23   1.615949E+05   3.237611E+02   3.758491E+01   2.539556E+02   1.110470E+05   7.187603E-01
    23   1.615949E+05   3.237611E+02   3.758491E+01   2.539556E+02   1.110470E+05   7.187603E-01
    23   1.615949E+05   3.237611E+02   3.758491E+01   2.539556E+02   1.110470E+05   7.187603E-01
    24   1.616861E+05   3.237218E+02   3.892720E+01   2.539490E+02   1.110305E+05   7.398802E-01
    24   1.616861E+05   3.237218E+02   3.892720E+01   2.539490E+02   1.110305E+05   7.398802E-01
    24   1.616861E+05   3.237218E+02   3.892720E+01   2.539490E+02   1.110305E+05   7.398802E-01
    24   1.616861E+05   3.237218E+02   3.892720E+01   2.539490E+02   1.110305E+05   7.398802E-01
    25   1.616180E+05   3.236178E+02   4.003106E+01   2.536042E+02   1.109750E+05   7.623188E-01
    25   1.616180E+05   3.236178E+02   4.003106E+01   2.536042E+02   1.109750E+05   7.623188E-01
    25   1.616180E+05   3.236178E+02   4.003106E+01   2.536042E+02   1.109750E+05   7.623188E-01
    25   1.616180E+05   3.236178E+02   4.003106E+01   2.536042E+02   1.109750E+05   7.623188E-01
    26   1.616153E+05   3.235411E+02   4.116288E+01   2.534367E+02   1.109289E+05   7.821247E-01
    26   1.616153E+05   3.235411E+02   4.116288E+01   2.534367E+02   1.109289E+05   7.821247E-01
    26   1.616153E+05   3.235411E+02   4.116288E+01   2.534367E+02   1.109289E+05   7.821247E-01
    26   1.616153E+05   3.235411E+02   4.116288E+01   2.534367E+02   1.109289E+05   7.821247E-01
    27   1.616153E+05   3.234747E+02   4.206822E+01   2.532941E+02   1.108943E+05   8.022911E-01
    27   1.616153E+05   3.234747E+02   4.206822E+01   2.532941E+02   1.108943E+05   8.022911E-01
    27   1.616153E+05   3.234747E+02   4.206822E+01   2.532941E+02   1.108943E+05   8.022911E-01
    27   1.616153E+05   3.234747E+02   4.206822E+01   2.532941E+02   1.108943E+05   8.022911E-01
    28   1.617019E+05   3.234183E+02   4.336445E+01   2.532234E+02   1.108701E+05   8.132173E-01
    28   1.617019E+05   3.234183E+02   4.336445E+01   2.532234E+02   1.108701E+05   8.132173E-01
    28   1.617019E+05   3.234183E+02   4.336445E+01   2.532234E+02   1.108701E+05   8.132173E-01
    28   1.617019E+05   3.234183E+02   4.336445E+01   2.532234E+02   1.108701E+05   8.132173E-01
    29   1.617314E+05   3.233745E+02   4.408234E+01   2.532374E+02   1.108365E+05   8.307574E-01
    29   1.617314E+05   3.233745E+02   4.408234E+01   2.532374E+02   1.108365E+05   8.307574E-01
    29   1.617314E+05   3.233745E+02   4.408234E+01   2.532374E+02   1.108365E+05   8.307574E-01
    29   1.617314E+05   3.233745E+02   4.408234E+01   2.532374E+02   1.108365E+05   8.307574E-01
    30   1.617889E+05   3.233155E+02   4.506107E+01   2.531990E+02   1.108066E+05   8.410613E-01
    30   1.617889E+05   3.233155E+02   4.506107E+01   2.531990E+02   1.108066E+05   8.410613E-01
    30   1.617889E+05   3.233155E+02   4.506107E+01   2.531990E+02   1.108066E+05   8.410613E-01
    30   1.617889E+05   3.233155E+02   4.506107E+01   2.531990E+02   1.108066E+05   8.410613E-01
    31   1.619480E+05   3.233127E+02   4.590748E+01   2.534280E+02   1.108088E+05   8.502427E-01
    31   1.619480E+05   3.233127E+02   4.590748E+01   2.534280E+02   1.108088E+05   8.502427E-01
    31   1.619480E+05   3.233127E+02   4.590748E+01   2.534280E+02   1.108088E+05   8.502427E-01
    31   1.619480E+05   3.233127E+02   4.590748E+01   2.534280E+02   1.108088E+05   8.502427E-01
    32   1.619403E+05   3.232337E+02   4.655743E+01   2.533201E+02   1.107669E+05   8.601266E-01
    32   1.619403E+05   3.232337E+02   4.655743E+01   2.533201E+02   1.107669E+05   8.601266E-01
    32   1.619403E+05   3.232337E+02   4.655743E+01   2.533201E+02   1.107669E+05   8.601266E-01
    32   1.619403E+05   3.232337E+02   4.655743E+01   2.533201E+02   1.107669E+05   8.601266E-01
    33   1.619273E+05   3.231600E+02   4.714192E+01   2.532042E+02   1.107248E+05   8.676787E-01
    33   1.619273E+05   3.231600E+02   4.714192E+01   2.532042E+02   1.107248E+05   8.676787E-01
    33   1.619273E+05   3.231600E+02   4.714192E+01   2.532042E+02   1.107248E+05   8.676787E-01
    33   1.619273E+05   3.231600E+02   4.714192E+01   2.532042E+02   1.107248E+05   8.676787E-01
    34   1.618475E+05   3.230744E+02   4.750565E+01   2.530438E+02   1.106600E+05   8.762941E-01
    34   1.618475E+05   3.230744E+02   4.750565E+01   2.530438E+02   1.106600E+05   8.762941E-01
    34   1.618475E+05   3.230744E+02   4.750565E+01   2.530438E+02   1.106600E+05   8.762941E-01
    34   1.618475E+05   3.230744E+02   4.750565E+01   2.530438E+02   1.106600E+05   8.762941E-01
    35   1.619992E+05   3.230529E+02   4.824292E+01   2.532620E+02   1.106571E+05   8.758314E-01
    35   1.619992E+05   3.230529E+02   4.824292E+01   2.532620E+02   1.106571E+05   8.758314E-01
    35   1.619992E+05   3.230529E+02   4.824292E+01   2.532620E+02   1.106571E+05   8.758314E-01
    35   1.619992E+05   3.230529E+02   4.824292E+01   2.532620E+02   1.106571E+05   8.758314E-01
    36   1.619115E+05   3.229679E+02   4.841444E+01   2.531419E+02   1.105900E+05   8.810798E-01
    36   1.619115E+05   3.229679E+02   4.841444E+01   2.531419E+02   1.105900E+05   8.810798E-01
    36   1.619115E+05   3.229679E+02   4.841444E+01   2.531419E+02   1.105900E+05   8.810798E-01
    36   1.619115E+05   3.229679E+02   4.841444E+01   2.531419E+02   1.105900E+05   8.810798E-01
    37   1.623862E+05   3.230283E+02   4.943153E+01   2.538436E+02   1.107115E+05   8.717854E-01
    37   1.623862E+05   3.230283E+02   4.943153E+01   2.538436E+02   1.107115E+05   8.717854E-01
    37   1.623862E+05   3.230283E+02   4.943153E+01   2.538436E+02   1.107115E+05   8.717854E-01
    37   1.623862E+05   3.230283E+02   4.943153E+01   2.538436E+02   1.107115E+05   8.717854E-01
    38   1.629125E+05   3.230865E+02   5.039620E+01   2.545340E+02   1.108646E+05   8.595808E-01
    38   1.629125E+05   3.230865E+02   5.039620E+01   2.545340E+02   1.108646E+05   8.595808E-01
    38   1.629125E+05   3.230865E+02   5.039620E+01   2.545340E+02   1.108646E+05   8.595808E-01
    38   1.629125E+05   3.230865E+02   5.039620E+01   2.545340E+02   1.108646E+05   8.595808E-01
    39   1.638069E+05   3.232684E+02   5.156050E+01   2.557946E+02   1.111579E+05   8.410058E-01
    39   1.638069E+05   3.232684E+02   5.156050E+01   2.557946E+02   1.111579E+05   8.410058E-01
    39   1.638069E+05   3.232684E+02   5.156050E+01   2.557946E+02   1.111579E+05   8.410058E-01
    39   1.638069E+05   3.232684E+02   5.156050E+01   2.557946E+02   1.111579E+05   8.410058E-01
    40   1.648555E+05   3.235072E+02   5.273751E+01   2.572810E+02   1.115196E+05   8.194221E-01
    40   1.648555E+05   3.235072E+02   5.273751E+01   2.572810E+02   1.115196E+05   8.194221E-01
    40   1.648555E+05   3.235072E+02   5.273751E+01   2.572810E+02   1.115196E+05   8.194221E-01
    40   1.648555E+05   3.235072E+02   5.273751E+01   2.572810E+02   1.115196E+05   8.194221E-01
    41   1.646236E+05   3.233952E+02   5.231457E+01   2.569927E+02   1.114127E+05   8.159939E-01
    41   1.646236E+05   3.233952E+02   5.231457E+01   2.569927E+02   1.114127E+05   8.159939E-01
    41   1.646236E+05   3.233952E+02   5.231457E+01   2.569927E+02   1.114127E+05   8.159939E-01
    41   1.646236E+05   3.233952E+02   5.231457E+01   2.569927E+02   1.114127E+05   8.159939E-01
    42   1.642586E+05   3.232539E+02   5.175198E+01   2.566179E+02   1.112472E+05   8.143625E-01
    42   1.642586E+05   3.232539E+02   5.175198E+01   2.566179E+02   1.112472E+05   8.143625E-01
    42   1.642586E+05   3.232539E+02   5.175198E+01   2.566179E+02   1.112472E+05   8.143625E-01
    42   1.642586E+05   3.232539E+02   5.175198E+01   2.566179E+02   1.112472E+05   8.143625E-01
    43   1.633400E+05   3.229701E+02   5.036622E+01   2.555249E+02   1.108838E+05   8.222328E-01
    43   1.633400E+05   3.229701E+02   5.036622E+01   2.555249E+02   1.108838E+05   8.222328E-01
    43   1.633400E+05   3.229701E+02   5.036622E+01   2.555249E+02   1.108838E+05   8.222328E-01
    43   1.633400E+05   3.229701E+02   5.036622E+01   2.555249E+02   1.108838E+05   8.222328E-01
    44   1.643823E+05   3.231691E+02   5.187310E+01   2.571462E+02   1.111990E+05   7.907688E-01
    44   1.643823E+05   3.231691E+02   5.187310E+01   2.571462E+02   1.111990E+05   7.907688E-01
    44   1.643823E+05   3.231691E+02   5.187310E+01   2.571462E+02   1.111990E+05   7.907688E-01
    44   1.643823E+05   3.231691E+02   5.187310E+01   2.571462E+02   1.111990E+05   7.907688E-01
    45   1.650738E+05   3.232685E+02   5.275378E+01   2.581078E+02   1.114060E+05   7.615214E-01
    45   1.650738E+05   3.232685E+02   5.275378E+01   2.581078E+02   1.114060E+05   7.615214E-01
    45   1.650738E+05   3.232685E+02   5.275378E+01   2.581078E+02   1.114060E+05   7.615214E-01
    45   1.650738E+05   3.232685E+02   5.275378E+01   2.581078E+02   1.114060E+05   7.615214E-01
    46   1.654001E+05   3.233048E+02   5.239463E+01   2.585049E+02   1.115449E+05   7.428323E-01
    46   1.654001E+05   3.233048E+02   5.239463E+01   2.585049E+02   1.115449E+05   7.428323E-01
    46   1.654001E+05   3.233048E+02   5.239463E+01   2.585049E+02   1.115449E+05   7.428323E-01
    46   1.654001E+05   3.233048E+02   5.239463E+01   2.585049E+02   1.115449E+05   7.428323E-01
    47   1.654749E+05   3.232943E+02   5.199920E+01   2.587934E+02   1.115527E+05   7.266636E-01
    47   1.654749E+05   3.232943E+02   5.199920E+01   2.587934E+02   1.115527E+05   7.266636E-01
    47   1.654749E+05   3.232943E+02   5.199920E+01   2.587934E+02   1.115527E+05   7.266636E-01
    47   1.654749E+05   3.232943E+02   5.199920E+01   2.587934E+02   1.115527E+05   7.266636E-01
    48   1.652386E+05   3.232360E+02   5.092908E+01   2.586723E+02   1.114685E+05   7.155802E-01
    48   1.652386E+05   3.232360E+02   5.092908E+01   2.586723E+02   1.114685E+05   7.155802E-01
    48   1.652386E+05   3.232360E+02   5.092908E+01   2.586723E+02   1.114685E+05   7.155802E-01
    48   1.652386E+05   3.232360E+02   5.092908E+01   2.586723E+02   1.114685E+05   7.155802E-01
    49   1.662289E+05   3.234423E+02   5.172667E+01   2.603235E+02   1.117876E+05   6.846374E-01
    49   1.662289E+05   3.234423E+02   5.172667E+01   2.603235E+02   1.117876E+05   6.846374E-01
    49   1.662289E+05   3.234423E+02   5.172667E+01   2.603235E+02   1.117876E+05   6.846374E-01
    49   1.662289E+05   3.234423E+02   5.172667E+01   2.603235E+02   1.117876E+05   6.846374E-01
    50   1.669296E+05   3.235435E+02   5.221576E+01   2.612969E+02   1.120051E+05   6.510802E-01
    50   1.669296E+05   3.235435E+02   5.221576E+01   2.612969E+02   1.120051E+05   6.510802E-01
    50   1.669296E+05   3.235435E+02   5.221576E+01   2.612969E+02   1.120051E+05   6.510802E-01
    50   1.669296E+05   3.235435E+02   5.221576E+01   2.612969E+02   1.120051E+05   6.510802E-01
    51   1.665662E+05   3.234157E+02   5.048148E+01   2.608359E+02   1.119233E+05   6.416491E-01
    51   1.665662E+05   3.234157E+02   5.048148E+01   2.608359E+02   1.119233E+05   6.416491E-01
    51   1.665662E+05   3.234157E+02   5.048148E+01   2.608359E+02   1.119233E+05   6.416491E-01
    51   1.665662E+05   3.234157E+02   5.048148E+01   2.608359E+02   1.119233E+05   6.416491E-01
    52   1.671588E+05   3.234955E+02   5.066587E+01   2.617965E+02   1.121113E+05   6.130455E-01
    52   1.671588E+05   3.234955E+02   5.066587E+01   2.617965E+02   1.121113E+05   6.130455E-01
    52   1.671588E+05   3.234955E+02   5.066587E+01   2.617965E+02   1.121113E+05   6.130455E-01
    52   1.671588E+05   3.234955E+02   5.066587E+01   2.617965E+02   1.121113E+05   6.130455E-01
    53   1.670353E+05   3.234657E+02   4.909104E+01   2.616328E+02   1.121160E+05   5.960607E-01
    53   1.670353E+05   3.234657E+02   4.909104E+01   2.616328E+02   1.121160E+05   5.960607E-01
    53   1.670353E+05   3.234657E+02   4.909104E+01   2.616328E+02   1.121160E+05   5.960607E-01
    53   1.670353E+05   3.234657E+02   4.909104E+01   2.616328E+02   1.121160E+05   5.960607E-01
    54   1.665214E+05   3.233337E+02   4.780954E+01   2.612198E+02   1.118944E+05   5.800758E-01
    54   1.665214E+05   3.233337E+02   4.780954E+01   2.612198E+02   1.118944E+05   5.800758E-01
    54   1.665214E+05   3.233337E+02   4.780954E+01   2.612198E+02   1.118944E+05   5.800758E-01
    54   1.665214E+05   3.233337E+02   4.780954E+01   2.612198E+02   1.118944E+05   5.800758E-01
    55   1.676299E+05   3.236103E+02   4.862241E+01   2.630134E+02   1.122282E+05   5.417205E-01
    55   1.676299E+05   3.236103E+02   4.862241E+01   2.630134E+02   1.122282E+05   5.417205E-01
    55   1.676299E+05   3.236103E+02   4.862241E+01   2.630134E+02   1.122282E+05   5.417205E-01
    55   1.676299E+05   3.236103E+02   4.862241E+01   2.630134E+02   1.122282E+05   5.417205E-01
    56   1.683826E+05   3.237692E+02   4.868692E+01   2.641605E+02   1.124860E+05   5.111578E-01
    56   1.683826E+05   3.237692E+02   4.868692E+01   2.641605E+02   1.124860E+05   5.111578E-01
    56   1.683826E+05   3.237692E+02   4.868692E+01   2.641605E+02   1.124860E+05   5.111578E-01
    56   1.683826E+05   3.237692E+02   4.868692E+01   2.641605E+02   1.124860E+05   5.111578E-01
    57   1.698923E+05   3.241109E+02   4.926826E+01   2.663040E+02   1.130178E+05   4.754355E-01
    57   1.698923E+05   3.241109E+02   4.926826E+01   2.663040E+02   1.130178E+05   4.754355E-01
    57   1.698923E+05   3.241109E+02   4.926826E+01   2.663040E+02   1.130178E+05   4.754355E-01
    57   1.698923E+05   3.241109E+02   4.926826E+01   2.663040E+02   1.130178E+05   4.754355E-01
    58   1.693151E+05   3.239378E+02   4.732558E+01   2.656091E+02   1.128379E+05   4.642530E-01
    58   1.693151E+05   3.239378E+02   4.732558E+01   2.656091E+02   1.128379E+05   4.642530E-01
    58   1.693151E+05   3.239378E+02   4.732558E+01   2.656091E+02   1.128379E+05   4.642530E-01
    58   1.693151E+05   3.239378E+02   4.732558E+01   2.656091E+02   1.128379E+05   4.642530E-01
    59   1.691459E+05   3.238903E+02   4.626762E+01   2.655135E+02   1.127653E+05   4.453380E-01
    59   1.691459E+05   3.238903E+02   4.626762E+01   2.655135E+02   1.127653E+05   4.453380E-01
    59   1.691459E+05   3.238903E+02   4.626762E+01   2.655135E+02   1.127653E+05   4.453380E-01
    59   1.691459E+05   3.238903E+02   4.626762E+01   2.655135E+02   1.127653E+05   4.453380E-01
    60   1.707682E+05   3.242457E+02   4.770350E+01   2.681224E+02   1.132547E+05   4.114140E-01
    60   1.707682E+05   3.242457E+02   4.770350E+01   2.681224E+02   1.132547E+05   4.114140E-01
    60   1.707682E+05   3.242457E+02   4.770350E+01   2.681224E+02   1.132547E+05   4.114140E-01
    60   1.707682E+05   3.242457E+02   4.770350E+01   2.681224E+02   1.132547E+05   4.114140E-01
    61   1.730579E+05   3.248342E+02   4.881954E+01   2.713700E+02   1.140503E+05   3.752430E-01
    61   1.730579E+05   3.248342E+02   4.881954E+01   2.713700E+02   1.140503E+05   3.752430E-01
    61   1.730579E+05   3.248342E+02   4.881954E+01   2.713700E+02   1.140503E+05   3.752430E-01
    61   1.730579E+05   3.248342E+02   4.881954E+01   2.713700E+02   1.140503E+05   3.752430E-01
    62   1.749125E+05   3.254181E+02   4.998909E+01   2.742447E+02   1.146374E+05   3.425325E-01
    62   1.749125E+05   3.254181E+02   4.998909E+01   2.742447E+02   1.146374E+05   3.425325E-01
    62   1.749125E+05   3.254181E+02   4.998909E+01   2.742447E+02   1.146374E+05   3.425325E-01
    62   1.749125E+05   3.254181E+02   4.998909E+01   2.742447E+02   1.146374E+05   3.425325E-01
    63   1.741683E+05   3.253138E+02   4.776388E+01   2.734997E+02   1.143684E+05   3.332876E-01
    63   1.741683E+05   3.253138E+02   4.776388E+01   2.734997E+02   1.143684E+05   3.332876E-01
    63   1.741683E+05   3.253138E+02   4.776388E+01   2.734997E+02   1.143684E+05   3.332876E-01
    63   1.741683E+05   3.253138E+02   4.776388E+01   2.734997E+02   1.143684E+05   3.332876E-01
    64   1.741515E+05   3.252594E+02   4.740312E+01   2.738523E+02   1.142780E+05   3.188993E-01
    64   1.741515E+05   3.252594E+02   4.740312E+01   2.738523E+02   1.142780E+05   3.188993E-01
    64   1.741515E+05   3.252594E+02   4.740312E+01   2.738523E+02   1.142780E+05   3.188993E-01
    64   1.741515E+05   3.252594E+02   4.740312E+01   2.738523E+02   1.142780E+05   3.188993E-01
    65   1.758320E+05   3.256512E+02   4.795463E+01   2.761854E+02   1.148747E+05   2.958644E-01
    65   1.758320E+05   3.256512E+02   4.795463E+01   2.761854E+02   1.148747E+05   2.958644E-01
    65   1.758320E+05   3.256512E+02   4.795463E+01   2.761854E+02   1.148747E+05   2.958644E-01
    65   1.758320E+05   3.256512E+02   4.795463E+01   2.761854E+02   1.148747E+05   2.958644E-01
    66   1.791329E+05   3.264184E+02   5.011713E+01   2.806403E+02   1.160471E+05   2.665567E-01
    66   1.791329E+05   3.264184E+02   5.011713E+01   2.806403E+02   1.160471E+05   2.665567E-01
    66   1.791329E+05   3.264184E+02   5.011713E+01   2.806403E+02   1.160471E+05   2.665567E-01
    66   1.791329E+05   3.264184E+02   5.011713E+01   2.806403E+02   1.160471E+05   2.665567E-01
    67   1.798754E+05   3.265770E+02   5.099787E+01   2.817228E+02   1.162043E+05   2.482761E-01
    67   1.798754E+05   3.265770E+02   5.099787E+01   2.817228E+02   1.162043E+05   2.482761E-01
    67   1.798754E+05   3.265770E+02   5.099787E+01   2.817228E+02   1.162043E+05   2.482761E-01
    67   1.798754E+05   3.265770E+02   5.099787E+01   2.817228E+02   1.162043E+05   2.482761E-01
    68   1.811617E+05   3.269922E+02   5.119869E+01   2.834127E+02   1.166451E+05   2.308639E-01
    68   1.811617E+05   3.269922E+02   5.119869E+01   2.834127E+02   1.166451E+05   2.308639E-01
    68   1.811617E+05   3.269922E+02   5.119869E+01   2.834127E+02   1.166451E+05   2.308639E-01
    68   1.811617E+05   3.269922E+02   5.119869E+01   2.834127E+02   1.166451E+05   2.308639E-01
    69   1.823539E+05   3.273355E+02   5.283152E+01   2.862249E+02   1.168371E+05   2.186235E-01
    69   1.823539E+05   3.273355E+02   5.283152E+01   2.862249E+02   1.168371E+05   2.186235E-01
