# monitor type  1 on boundary    4 matched with boundary    0 using averaging type 2
# Iter      Ptotal         Ttotal         Vaxial         Vtheta        Pstatic          Mdot
    69   1.823539E+05   3.273355E+02   5.283152E+01   2.862249E+02   1.168371E+05   2.186235E-01
    69   1.823539E+05   3.273355E+02   5.283152E+01   2.862249E+02   1.168371E+05   2.186235E-01
    70   1.859073E+05   3.283755E+02   5.451569E+01   2.917054E+02   1.180487E+05   2.006488E-01
    70   1.859073E+05   3.283755E+02   5.451569E+01   2.917054E+02   1.180487E+05   2.006488E-01
    70   1.859073E+05   3.283755E+02   5.451569E+01   2.917054E+02   1.180487E+05   2.006488E-01
    70   1.859073E+05   3.283755E+02   5.451569E+01   2.917054E+02   1.180487E+05   2.006488E-01
    71   1.938727E+05   3.302816E+02   6.184826E+01   3.027958E+02   1.207400E+05   1.707982E-01
    71   1.938727E+05   3.302816E+02   6.184826E+01   3.027958E+02   1.207400E+05   1.707982E-01
    71   1.938727E+05   3.302816E+02   6.184826E+01   3.027958E+02   1.207400E+05   1.707982E-01
    71   1.938727E+05   3.302816E+02   6.184826E+01   3.027958E+02   1.207400E+05   1.707982E-01
    72   1.876369E+05   3.289243E+02   5.370884E+01   2.936580E+02   1.187264E+05   1.816057E-01
    72   1.876369E+05   3.289243E+02   5.370884E+01   2.936580E+02   1.187264E+05   1.816057E-01
    72   1.876369E+05   3.289243E+02   5.370884E+01   2.936580E+02   1.187264E+05   1.816057E-01
    72   1.876369E+05   3.289243E+02   5.370884E+01   2.936580E+02   1.187264E+05   1.816057E-01
    73   1.856447E+05   3.284510E+02   5.144834E+01   2.905233E+02   1.180586E+05   1.804514E-01
    73   1.856447E+05   3.284510E+02   5.144834E+01   2.905233E+02   1.180586E+05   1.804514E-01
    73   1.856447E+05   3.284510E+02   5.144834E+01   2.905233E+02   1.180586E+05   1.804514E-01
    73   1.856447E+05   3.284510E+02   5.144834E+01   2.905233E+02   1.180586E+05   1.804514E-01
    74   1.861238E+05   3.283251E+02   5.502191E+01   2.920307E+02   1.179004E+05   1.725623E-01
    74   1.861238E+05   3.283251E+02   5.502191E+01   2.920307E+02   1.179004E+05   1.725623E-01
    74   1.861238E+05   3.283251E+02   5.502191E+01   2.920307E+02   1.179004E+05   1.725623E-01
    74   1.861238E+05   3.283251E+02   5.502191E+01   2.920307E+02   1.179004E+05   1.725623E-01
    75   1.861978E+05   3.284769E+02   5.199721E+01   2.916943E+02   1.181461E+05   1.718181E-01
    75   1.861978E+05   3.284769E+02   5.199721E+01   2.916943E+02   1.181461E+05   1.718181E-01
    75   1.861978E+05   3.284769E+02   5.199721E+01   2.916943E+02   1.181461E+05   1.718181E-01
    75   1.861978E+05   3.284769E+02   5.199721E+01   2.916943E+02   1.181461E+05   1.718181E-01
    76   1.941155E+05   3.305404E+02   6.133438E+01   3.040678E+02   1.205397E+05   1.486722E-01
    76   1.941155E+05   3.305404E+02   6.133438E+01   3.040678E+02   1.205397E+05   1.486722E-01
    76   1.941155E+05   3.305404E+02   6.133438E+01   3.040678E+02   1.205397E+05   1.486722E-01
    76   1.941155E+05   3.305404E+02   6.133438E+01   3.040678E+02   1.205397E+05   1.486722E-01
    77   2.047039E+05   3.330883E+02   7.053037E+01   3.179478E+02   1.242594E+05   1.265795E-01
    77   2.047039E+05   3.330883E+02   7.053037E+01   3.179478E+02   1.242594E+05   1.265795E-01
    77   2.047039E+05   3.330883E+02   7.053037E+01   3.179478E+02   1.242594E+05   1.265795E-01
    77   2.047039E+05   3.330883E+02   7.053037E+01   3.179478E+02   1.242594E+05   1.265795E-01
    78   1.938704E+05   3.305639E+02   5.846201E+01   3.021303E+02   1.207660E+05   1.451794E-01
    78   1.938704E+05   3.305639E+02   5.846201E+01   3.021303E+02   1.207660E+05   1.451794E-01
    78   1.938704E+05   3.305639E+02   5.846201E+01   3.021303E+02   1.207660E+05   1.451794E-01
    78   1.938704E+05   3.305639E+02   5.846201E+01   3.021303E+02   1.207660E+05   1.451794E-01
    79   1.935943E+05   3.305486E+02   6.028495E+01   3.034202E+02   1.203091E+05   1.453614E-01
    79   1.935943E+05   3.305486E+02   6.028495E+01   3.034202E+02   1.203091E+05   1.453614E-01
    79   1.935943E+05   3.305486E+02   6.028495E+01   3.034202E+02   1.203091E+05   1.453614E-01
    79   1.935943E+05   3.305486E+02   6.028495E+01   3.034202E+02   1.203091E+05   1.453614E-01
    80   1.911555E+05   3.297618E+02   5.722123E+01   2.994823E+02   1.196416E+05   1.530874E-01
    80   1.911555E+05   3.297618E+02   5.722123E+01   2.994823E+02   1.196416E+05   1.530874E-01
    80   1.911555E+05   3.297618E+02   5.722123E+01   2.994823E+02   1.196416E+05   1.530874E-01
    80   1.911555E+05   3.297618E+02   5.722123E+01   2.994823E+02   1.196416E+05   1.530874E-01
    81   1.992035E+05   3.316316E+02   6.806308E+01   3.100176E+02   1.222645E+05   1.329714E-01
    81   1.992035E+05   3.316316E+02   6.806308E+01   3.100176E+02   1.222645E+05   1.329714E-01
    81   1.992035E+05   3.316316E+02   6.806308E+01   3.100176E+02   1.222645E+05   1.329714E-01
    81   1.992035E+05   3.316316E+02   6.806308E+01   3.100176E+02   1.222645E+05   1.329714E-01
    82   2.037923E+05   3.325338E+02   7.168801E+01   3.153096E+02   1.240361E+05   1.275566E-01
    82   2.037923E+05   3.325338E+02   7.168801E+01   3.153096E+02   1.240361E+05   1.275566E-01
    82   2.037923E+05   3.325338E+02   7.168801E+01   3.153096E+02   1.240361E+05   1.275566E-01
    82   2.037923E+05   3.325338E+02   7.168801E+01   3.153096E+02   1.240361E+05   1.275566E-01
    83   1.867577E+05   3.286276E+02   5.270212E+01   2.914691E+02   1.185038E+05   1.690763E-01
    83   1.867577E+05   3.286276E+02   5.270212E+01   2.914691E+02   1.185038E+05   1.690763E-01
    83   1.867577E+05   3.286276E+02   5.270212E+01   2.914691E+02   1.185038E+05   1.690763E-01
    83   1.867577E+05   3.286276E+02   5.270212E+01   2.914691E+02   1.185038E+05   1.690763E-01
    84   1.865647E+05   3.283633E+02   5.525959E+01   2.921630E+02   1.182172E+05   1.743805E-01
    84   1.865647E+05   3.283633E+02   5.525959E+01   2.921630E+02   1.182172E+05   1.743805E-01
    84   1.865647E+05   3.283633E+02   5.525959E+01   2.921630E+02   1.182172E+05   1.743805E-01
    84   1.865647E+05   3.283633E+02   5.525959E+01   2.921630E+02   1.182172E+05   1.743805E-01
    85   1.885178E+05   3.286401E+02   5.754862E+01   2.943621E+02   1.189793E+05   1.750257E-01
    85   1.885178E+05   3.286401E+02   5.754862E+01   2.943621E+02   1.189793E+05   1.750257E-01
    85   1.885178E+05   3.286401E+02   5.754862E+01   2.943621E+02   1.189793E+05   1.750257E-01
    85   1.885178E+05   3.286401E+02   5.754862E+01   2.943621E+02   1.189793E+05   1.750257E-01
    86   1.874070E+05   3.285006E+02   5.488930E+01   2.922379E+02   1.188200E+05   1.864324E-01
    86   1.874070E+05   3.285006E+02   5.488930E+01   2.922379E+02   1.188200E+05   1.864324E-01
    86   1.874070E+05   3.285006E+02   5.488930E+01   2.922379E+02   1.188200E+05   1.864324E-01
    86   1.874070E+05   3.285006E+02   5.488930E+01   2.922379E+02   1.188200E+05   1.864324E-01
    87   1.834253E+05   3.276539E+02   5.184898E+01   2.869783E+02   1.174236E+05   2.067990E-01
    87   1.834253E+05   3.276539E+02   5.184898E+01   2.869783E+02   1.174236E+05   2.067990E-01
    87   1.834253E+05   3.276539E+02   5.184898E+01   2.869783E+02   1.174236E+05   2.067990E-01
    87   1.834253E+05   3.276539E+02   5.184898E+01   2.869783E+02   1.174236E+05   2.067990E-01
    88   1.762782E+05   3.258543E+02   4.516242E+01   2.770812E+02   1.150581E+05   2.507666E-01
    88   1.762782E+05   3.258543E+02   4.516242E+01   2.770812E+02   1.150581E+05   2.507666E-01
    88   1.762782E+05   3.258543E+02   4.516242E+01   2.770812E+02   1.150581E+05   2.507666E-01
    88   1.762782E+05   3.258543E+02   4.516242E+01   2.770812E+02   1.150581E+05   2.507666E-01
    89   1.753700E+05   3.252843E+02   4.673944E+01   2.756119E+02   1.147236E+05   2.675249E-01
    89   1.753700E+05   3.252843E+02   4.673944E+01   2.756119E+02   1.147236E+05   2.675249E-01
    89   1.753700E+05   3.252843E+02   4.673944E+01   2.756119E+02   1.147236E+05   2.675249E-01
    89   1.753700E+05   3.252843E+02   4.673944E+01   2.756119E+02   1.147236E+05   2.675249E-01
    90   1.778484E+05   3.255985E+02   4.865187E+01   2.777547E+02   1.158707E+05   2.726774E-01
    90   1.778484E+05   3.255985E+02   4.865187E+01   2.777547E+02   1.158707E+05   2.726774E-01
    90   1.778484E+05   3.255985E+02   4.865187E+01   2.777547E+02   1.158707E+05   2.726774E-01
    90   1.778484E+05   3.255985E+02   4.865187E+01   2.777547E+02   1.158707E+05   2.726774E-01
    91   1.739061E+05   3.247159E+02   4.508555E+01   2.722803E+02   1.145738E+05   3.144647E-01
    91   1.739061E+05   3.247159E+02   4.508555E+01   2.722803E+02   1.145738E+05   3.144647E-01
    91   1.739061E+05   3.247159E+02   4.508555E+01   2.722803E+02   1.145738E+05   3.144647E-01
    91   1.739061E+05   3.247159E+02   4.508555E+01   2.722803E+02   1.145738E+05   3.144647E-01
    92   1.709704E+05   3.240154E+02   4.301685E+01   2.681697E+02   1.135999E+05   3.568240E-01
    92   1.709704E+05   3.240154E+02   4.301685E+01   2.681697E+02   1.135999E+05   3.568240E-01
    92   1.709704E+05   3.240154E+02   4.301685E+01   2.681697E+02   1.135999E+05   3.568240E-01
    92   1.709704E+05   3.240154E+02   4.301685E+01   2.681697E+02   1.135999E+05   3.568240E-01
    93   1.700408E+05   3.236267E+02   4.392545E+01   2.669955E+02   1.132521E+05   3.897345E-01
    93   1.700408E+05   3.236267E+02   4.392545E+01   2.669955E+02   1.132521E+05   3.897345E-01
    93   1.700408E+05   3.236267E+02   4.392545E+01   2.669955E+02   1.132521E+05   3.897345E-01
    93   1.700408E+05   3.236267E+02   4.392545E+01   2.669955E+02   1.132521E+05   3.897345E-01
    94   1.703086E+05   3.235330E+02   4.474111E+01   2.668161E+02   1.134681E+05   4.160275E-01
    94   1.703086E+05   3.235330E+02   4.474111E+01   2.668161E+02   1.134681E+05   4.160275E-01
    94   1.703086E+05   3.235330E+02   4.474111E+01   2.668161E+02   1.134681E+05   4.160275E-01
    94   1.703086E+05   3.235330E+02   4.474111E+01   2.668161E+02   1.134681E+05   4.160275E-01
    95   1.699328E+05   3.233878E+02   4.531583E+01   2.662646E+02   1.133631E+05   4.511291E-01
    95   1.699328E+05   3.233878E+02   4.531583E+01   2.662646E+02   1.133631E+05   4.511291E-01
    95   1.699328E+05   3.233878E+02   4.531583E+01   2.662646E+02   1.133631E+05   4.511291E-01
    95   1.699328E+05   3.233878E+02   4.531583E+01   2.662646E+02   1.133631E+05   4.511291E-01
    96   1.679233E+05   3.229591E+02   4.365617E+01   2.634055E+02   1.127275E+05   5.093969E-01
    96   1.679233E+05   3.229591E+02   4.365617E+01   2.634055E+02   1.127275E+05   5.093969E-01
    96   1.679233E+05   3.229591E+02   4.365617E+01   2.634055E+02   1.127275E+05   5.093969E-01
    96   1.679233E+05   3.229591E+02   4.365617E+01   2.634055E+02   1.127275E+05   5.093969E-01
    97   1.661259E+05   3.224858E+02   4.287233E+01   2.606927E+02   1.121485E+05   5.685725E-01
    97   1.661259E+05   3.224858E+02   4.287233E+01   2.606927E+02   1.121485E+05   5.685725E-01
    97   1.661259E+05   3.224858E+02   4.287233E+01   2.606927E+02   1.121485E+05   5.685725E-01
    97   1.661259E+05   3.224858E+02   4.287233E+01   2.606927E+02   1.121485E+05   5.685725E-01
    98   1.648792E+05   3.221221E+02   4.270222E+01   2.586199E+02   1.117621E+05   6.259696E-01
    98   1.648792E+05   3.221221E+02   4.270222E+01   2.586199E+02   1.117621E+05   6.259696E-01
    98   1.648792E+05   3.221221E+02   4.270222E+01   2.586199E+02   1.117621E+05   6.259696E-01
    98   1.648792E+05   3.221221E+02   4.270222E+01   2.586199E+02   1.117621E+05   6.259696E-01
    99   1.645261E+05   3.219198E+02   4.377226E+01   2.578873E+02   1.116553E+05   6.746263E-01
    99   1.645261E+05   3.219198E+02   4.377226E+01   2.578873E+02   1.116553E+05   6.746263E-01
    99   1.645261E+05   3.219198E+02   4.377226E+01   2.578873E+02   1.116553E+05   6.746263E-01
    99   1.645261E+05   3.219198E+02   4.377226E+01   2.578873E+02   1.116553E+05   6.746263E-01
   100   1.643577E+05   3.218173E+02   4.460176E+01   2.574414E+02   1.116270E+05   7.257554E-01
   100   1.643577E+05   3.218173E+02   4.460176E+01   2.574414E+02   1.116270E+05   7.257554E-01
   100   1.643577E+05   3.218173E+02   4.460176E+01   2.574414E+02   1.116270E+05   7.257554E-01
   100   1.643577E+05   3.218173E+02   4.460176E+01   2.574414E+02   1.116270E+05   7.257554E-01
